收寄城市,寄达城市,流量
汕头,银川,103
汕头,深圳,841
湛江,温州,199
湛江,衡阳,194
湛江,兰州,218
湛江,徐州,163
湛江,烟台,87
中山,泉州,443
中山,海口,514
中山,南昌,703
中山,成都,1250
中山,唐山,172
中山,徐州,377
中山,南通,194
中山,台州,208
贵阳,南京,199
贵阳,常州,119
贵阳,徐州,127
贵阳,青岛,178
海口,贵阳,83
成都,呼和浩特,1806
成都,常州,638
成都,宁波,880
成都,义乌,224
成都,赣州,374
成都,厦门,805
昆明,太原,326
昆明,上海,1214
昆明,南充,273
昆明,银川,164
昆明,无锡,208
昆明,合肥,297
昆明,蚌埠,145
昆明,洛阳,146
昆明,拉萨,78
西安,北京,6086
西安,沈阳,3120
西安,哈尔滨,2792
西安,济南,2667
西安,长沙,4281
西安,贵阳,2482
西安,徐州,939
西安,信阳,1155
西安,银川,1388
太原,太原,1624
太原,北京,2504
厦门,锦州,207
南宁,贵阳,2290
呼和浩特,包头,627
呼和浩特,侯马,122
呼和浩特,上海,288
呼和浩特,深圳,190
呼和浩特,西安,458
呼和浩特,重庆,175
锦州,石家庄,112
锦州,大连,81
太原,侯马,824
太原,哈尔滨,762
天津,西宁,161
哈尔滨,扬州,111
哈尔滨,芜湖,132
哈尔滨,安庆,116
哈尔滨,台州,214
哈尔滨,金华,280
哈尔滨,衡阳,177
合肥,拉萨,106
济南,扬州,316
济南,赣州,409
青岛,扬州,91
青岛,嘉兴,134
鹰潭,常德,57
福州,连云港,169
福州,内江,65
厦门,包头,147
厦门,唐山,256
厦门,大理州,158
衡阳,常德,370
信阳,大连,188
信阳,扬州,88
信阳,嘉兴,170
广州,扬州,229
中山,乌鲁木齐,577
汕头,包头,49
南宁,青岛,750
南宁,温州,744
南宁,长沙,2863
南宁,柳州,3016
南宁,兰州,490
柳州,合肥,108
柳州,济南,160
柳州,长沙,317
柳州,郑州,158
柳州,深圳,470
柳州,柳州,778
柳州,贵阳,319
贵阳,盐城,57
贵阳,潍坊,78
贵阳,嘉兴,124
贵阳,襄阳,68
贵阳,洛阳,90
南充,天津,228
南充,长沙,244
南充,深圳,256
南充,兰州,136
南充,呼和浩特,97
成都,连云港,207
大理州,石家庄,129
大理州,苏州,136
西安,大连,878
西安,盐城,566
西安,湖州,557
西安,台州,918
深圳,广州,2692
深圳,汕头,380
东莞,汕头,734
东莞,湛江,475
包头,太原,112
太原,汕头,219
太原,贵阳,352
大连,侯马,32
哈尔滨,襄阳,111
上海,呼和浩特,1560
上海,银川,956
上海,哈尔滨,1755
上海,侯马,678
上海,徐州,987
上海,福州,2178
上海,汕头,779
上海,海口,1245
上海,西安,2331
济宁,湛江,154
济宁,南宁,171
义乌,锦州,763
义乌,长春,3326
义乌,徐州,3644
义乌,合肥,4484
义乌,长沙,7046
义乌,武汉,7485
鹰潭,鹰潭,22
赣州,济南,954
赣州,南昌,855
赣州,福州,555
荆州,芜湖,60
深圳,侯马,159
深圳,长春,257
深圳,南昌,383
深圳,长沙,840
深圳,成都,796
深圳,乌鲁木齐,372
东莞,蚌埠,266
东莞,厦门,531
东莞,郑州,883
东莞,南宁,1079
东莞,乌鲁木齐,501
南充,徐州,75
银川,呼和浩特,163
呼和浩特,宝鸡,25
包头,淮安,1
包头,杭州,17
包头,南充,2
太原,南通,98
太原,临沂,188
太原,嘉兴,124
太原,赣州,80
太原,重庆,371
太原,南充,148
太原,大理州,60
侯马,唐山,75
侯马,保定,99
侯马,锦州,55
侯马,上海,346
侯马,连云港,27
侯马,扬州,34
侯马,蚌埠,98
侯马,芜湖,72
侯马,潍坊,83
侯马,天津,335
侯马,福州,185
侯马,衡阳,82
侯马,洛阳,119
侯马,中山,135
侯马,海口,71
侯马,成都,392
侯马,南充,86
侯马,喀什,3
唐山,盐城,23
唐山,济宁,40
唐山,宝鸡,11
唐山,阿克苏,8
廊坊,拉萨,52
北京,潍坊,349
大连,淮安,6
大连,南通,23
大连,烟台,47
大连,温州,48
大连,鹰潭,7
大连,衡阳,17
大连,洛阳,39
大连,南宁,64
大连,昆明,78
大连,乌鲁木齐,29
大连,阿克苏,5
锦州,廊坊,36
锦州,保定,48
锦州,锦州,28
锦州,苏州,48
锦州,烟台,35
锦州,济宁,23
锦州,金华,23
锦州,深圳,50
锦州,湛江,8
锦州,南宁,32
锦州,海口,21
锦州,宝鸡,6
锦州,兰州,41
长春,淮安,39
长春,鹰潭,42
长春,内江,24
长春,阿克苏,49
长春,喀什,13
上海,保定,423
上海,连云港,305
上海,湖州,354
上海,义乌,238
淮安,喀什,22
盐城,内江,17
扬州,义乌,96
扬州,拉萨,53
芜湖,淮安,71
安庆,喀什,12
潍坊,扬州,66
潍坊,湖州,65
潍坊,鹰潭,40
烟台,唐山,94
烟台,廊坊,62
烟台,淮安,32
烟台,盐城,72
烟台,湖州,57
烟台,嘉兴,109
烟台,义乌,46
烟台,常德,57
烟台,襄阳,71
烟台,大理州,18
烟台,拉萨,15
青岛,西宁,28
济宁,台州,136
济宁,鹰潭,64
济宁,大理州,44
临沂,扬州,55
临沂,义乌,39
临沂,荆州,39
临沂,海口,51
临沂,宝鸡,42
临沂,西宁,28
临沂,喀什,11
天津,喀什,41
义乌,廊坊,828
义乌,保定,1613
义乌,大理州,689
鹰潭,内江,16
鹰潭,宝鸡,25
鹰潭,西宁,25
赣州,太原,697
赣州,保定,210
赣州,大连,170
赣州,无锡,200
赣州,徐州,309
赣州,扬州,88
赣州,南通,133
赣州,安庆,127
赣州,青岛,454
赣州,襄阳,137
赣州,深圳,818
常德,大连,31
常德,芜湖,41
常德,赣州,60
常德,内江,19
常德,银川,51
衡阳,内江,63
衡阳,宝鸡,68
荆州,廊坊,36
荆州,连云港,32
荆州,阿克苏,15
襄阳,喀什,4
深圳,苏州,417
深圳,南通,144
深圳,济宁,90
深圳,西宁,93
东莞,保定,226
东莞,常德,205
湛江,拉萨,9
南宁,廊坊,197
南宁,荆州,171
南宁,乌鲁木齐,282
柳州,呼和浩特,42
柳州,唐山,27
柳州,保定,34
柳州,大连,34
柳州,锦州,20
柳州,潍坊,34
柳州,宝鸡,11
贵阳,呼和浩特,96
贵阳,喀什,5
海口,太原,49
海口,廊坊,12
海口,盐城,11
海口,嘉兴,21
海口,赣州,19
海口,荆州,10
海口,襄阳,14
海口,兰州,23
海口,乌鲁木齐,29
南充,保定,55
南充,大连,52
南充,扬州,27
南充,临沂,35
南充,银川,61
南充,乌鲁木齐,30
内江,唐山,22
内江,沈阳,78
内江,湖州,18
内江,南昌,118
内江,成都,512
内江,南充,87
昆明,荆州,52
大理州,呼和浩特,46
大理州,包头,17
大理州,锦州,42
大理州,常州,57
大理州,盐城,28
大理州,蚌埠,42
大理州,台州,37
大理州,赣州,30
大理州,厦门,82
宝鸡,包头,101
宝鸡,北京,1134
宝鸡,连云港,37
宝鸡,淮安,33
宝鸡,天津,336
宝鸡,福州,292
宝鸡,荆州,38
宝鸡,汕头,261
宝鸡,东莞,428
宝鸡,中山,385
宝鸡,南宁,305
宝鸡,成都,572
宝鸡,兰州,256
兰州,北京,531
兰州,沈阳,438
兰州,泉州,76
兰州,长沙,227
兰州,东莞,131
兰州,喀什,31
银川,保定,23
银川,北京,148
银川,合肥,46
银川,安庆,15
银川,湖州,12
银川,湛江,16
银川,中山,38
银川,贵阳,43
银川,海口,42
西宁,唐山,15
西宁,沈阳,47
西宁,哈尔滨,41
西宁,无锡,19
西宁,淮安,3
西宁,南通,13
西宁,潍坊,16
西宁,湖州,6
西宁,嘉兴,13
西宁,义乌,7
西宁,南昌,34
西宁,泉州,11
西宁,广州,95
西宁,大理州,13
西宁,兰州,192
西宁,乌鲁木齐,38
乌鲁木齐,哈尔滨,172
乌鲁木齐,无锡,59
乌鲁木齐,苏州,167
乌鲁木齐,淮安,11
乌鲁木齐,潍坊,41
乌鲁木齐,金华,66
乌鲁木齐,温州,83
乌鲁木齐,厦门,65
乌鲁木齐,泉州,69
乌鲁木齐,襄阳,35
阿克苏,呼和浩特,8
阿克苏,锦州,4
阿克苏,常州,7
阿克苏,徐州,14
阿克苏,连云港,3
阿克苏,南通,6
阿克苏,芜湖,6
阿克苏,临沂,5
阿克苏,襄阳,6
阿克苏,信阳,28
阿克苏,汕头,8
阿克苏,南充,35
阿克苏,兰州,107
阿克苏,喀什,101
喀什,合肥,11
喀什,天津,8
喀什,嘉兴,2
喀什,义乌,2
喀什,鹰潭,1
喀什,泉州,5
拉萨,呼和浩特,3
拉萨,包头,1
拉萨,淮安,1
拉萨,盐城,2
拉萨,南通,3
拉萨,安庆,4
拉萨,济南,20
拉萨,嘉兴,4
拉萨,南昌,10
拉萨,常德,6
拉萨,贵阳,28
拉萨,成都,219
拉萨,喀什,0
拉萨,拉萨,222
义乌,东莞,3806
